 1948 2011
1987  -2.365  -2.651  -1.859   0.482   0.345  -0.633  -1.630   1.944  -1.606   0.533   1.873  -0.169
1988  -1.270   1.316  -0.175   0.584  -1.137  -0.950   1.615  -0.726  -0.829  -4.040   1.432   1.601
1989   0.157   0.857   1.455  -0.181   3.481   3.761   0.945  -1.251  -0.331   0.343   1.533  -0.645
1990  -0.321   2.388   1.775  -4.129  -1.704   0.132  -1.195   0.358   2.994   1.458   0.259  -0.005
1991   1.381  -1.593  -0.950  -1.717   0.029  -1.640  -1.507   1.201  -3.095  -0.457  -1.976  -3.595
1992   0.230  -2.803  -2.606  -2.180  -3.188  -3.563  -0.093  -0.924  -0.683  -0.662  -0.988  -0.930
1993  -4.648  -0.458  -3.118  -0.521   1.639   1.557   2.092   0.807   1.099   0.499  -0.188   0.638
1994   0.056   2.437  -0.446  -0.223  -1.694  -3.320  -0.420   4.390  -2.161  -0.786  -1.939   0.668
1995   1.992   0.764  -0.147   0.314   2.307  -1.830  -3.724  -1.202   2.559  -0.771   0.816   1.801
1996   0.091  -1.206   1.051   0.183   1.963  -1.285  -1.412  -2.457  -3.149   1.854  -3.520  -0.057
1997   0.993  -0.248   1.008  -1.511   1.137  -0.795   0.985   0.440  -0.395  -0.881  -3.565  -0.478
1998   2.252   1.754   1.932   3.942  -1.130   2.630   4.124   3.480   1.843   0.877   2.233   1.635
1999   2.396   0.803   0.540   2.738   2.818  -1.348   0.343  -0.044   0.325   3.499   2.016   2.712
2000   2.320   2.610   0.837   1.969   2.597   0.395  -0.133  -0.837  -3.374   0.825  -2.108  -2.247
2001   0.280  -0.237   0.192   2.375  -0.197   1.215  -1.039   1.555   2.587   1.922   2.788   0.882
2002   1.162   1.845  -4.028   0.850  -3.654  -0.069  -1.605  -1.537  -0.895  -5.019  -1.412   1.766
2003  -0.705   0.366  -1.164   0.450   1.554  -0.518   1.606   0.711  -0.956  -0.574  -0.732  -1.181
2004   1.935  -2.620   0.740   0.100   1.044   1.273   1.680  -1.624   1.206  -0.001  -0.960  -1.599
2005   0.479   1.872  -0.189   2.154  -0.469  -1.575  -0.829  -0.376  -0.236  -1.108  -1.414  -3.658
2006   0.746  -1.354   2.258  -1.283   1.719   0.673   0.708  -2.456   0.433   1.670   0.983   0.228
2007  -0.491   0.721  -0.943  -1.513   0.149  -0.444  -3.225   0.828  -0.205  -0.179  -0.270   2.408
2008   1.992   0.945   2.045  -1.709  -1.545   3.444  -0.618   0.268   2.008   2.533   2.071   1.018
2009   1.129   0.709   0.471  -0.669  -0.636  -0.422  -1.819  -2.467   0.360   0.844  -2.600   0.904
2010  -0.847  -1.906   1.164   1.352   2.133   4.136   3.924   2.532   2.091   2.315   2.254   0.921
2011  -0.564   2.026  -0.122  -0.165   2.705   0.139  -0.934  -1.616  -2.619   0.953  -1.061   2.421
 -999.
Southern Annular Mode (SAM) from the 20CRV2c
Using the definition for the AOI from paper
Daoyi Gong and Shaowu Wang
Definition of Antarctic Oscillation index
Geophysical  Research Letters, Vol.  26, No.4, 459-462, February  15, 1999
DOI: 10.1029/1999GL900003
Zonal mean SLP 40S (standardized by month) minus 65S- (standardized by month)
Using 1981-2010 for standardization period
